Event.ID	Disease	Serotype	Diagnosis.source	Diagnosis.status	Animal.type	Species	Observation.date..dd.mm.yyyy.	Report.date..dd.mm.yyyy.	Humans.affected	Human.deaths	Latitude	Longitude	Original location	Country	Admin. level 1	Locality	Country OSM ID	Admin. level 1 OSM ID	Locality OSM ID
228796	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	05/06/2017	30/06/2017			2.1153	30.9238							
228421	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	23/05/2017	24/05/2017			29.29956	30.89212							
227645	Influenza - Avian	HPAI	National authorities	Denied	Domestic	Chicken	26/04/2017	27/04/2017			37.89	34.63							
226870	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Goose	18/04/2017	26/04/2017			46.684893	19.82526							
226563	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	15/04/2017	19/04/2017			9.9822	105.822							
227402	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Domestic	Turkey	05/04/2017	07/04/2017			25.6825	32.63182							
225944	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Turkey	24/03/2017	31/03/2017			52.94	8.06							
226044	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	21/03/2017	23/03/2017			28.10054	30.64102							
225650	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Chicken	15/03/2017	20/03/2017			23.618128	120.2361							
230997	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	15/03/2017	25/09/2017			5.922138	102.338919							
225284	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	08/03/2017	09/03/2017			25.86015	32.78693							
224778	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Unspecified Bird	28/02/2017	28/02/2017			54.52	11.15							
224890	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	28/02/2017	05/03/2017			50.2007	12.8212							
224940	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Greylag Goose	28/02/2017	10/03/2017			48.84	17.19							
227048	Influenza - Avian	H5N6 HPAI	OIE	Confirmed	Domestic	Duck	24/02/2017	14/04/2017			35.44125	126.59768							
225058	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	23/02/2017	10/03/2017			43.7569	-0.685							
224794	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Chicken	20/02/2017	07/03/2017			23.7362	120.21845							
223964	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	15/02/2017	21/02/2017			20.2475	106.2245							
224193	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	14/02/2017	24/02/2017			43.684167	-0.929444							
224136	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	13/02/2017	17/02/2017			43.5758	-0.835833							
224186	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	13/02/2017	24/02/2017			43.686764	-1.236248							
223785	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	12/02/2017	21/02/2017			9.8961	8.8162							
224128	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	11/02/2017	17/02/2017			43.750833	-0.748056							
224249	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mute Swan  (Cygnus Olor)	10/02/2017	24/02/2017			46.0013	5.02958							
223594	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	07/02/2017	08/02/2017			30.5871	31.58134							
224096	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	06/02/2017	17/02/2017			43.697778	-0.679444							
223469	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Chicken	04/02/2017	08/02/2017			50.044	14.1305							
223522	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	03/02/2017	10/02/2017			43.7017	-0.926111							
224014	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Whooper Swan	03/02/2017	16/02/2017			46.931	26.343							
224179	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	03/02/2017	24/02/2017			43.761262	0.166405							
227808	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	White Tailed Eagle (Haliaeetus Albicilla)	03/02/2017	17/05/2017			57.825386	18.925805							
224524	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mute Swan  (Cygnus Olor)	31/01/2017	28/02/2017			46.8608	16.8147							
223420	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mute Swan  (Cygnus Olor)	27/01/2017	05/02/2017			47.8528	17.9808							
223165	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mute Swan  (Cygnus Olor)	25/01/2017	01/02/2017			50.033056	20.063889							
222757	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mallard	24/01/2017	25/01/2017			49.2159	17.5208							
222759	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Goose	23/01/2017	24/01/2017			53.91	9.18							
223183	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Whooper Swan	18/01/2017	03/02/2017			53.59	-8.25							
224505	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Cormorant	16/01/2017	28/02/2017			46.6622	20.2542							
226503	Influenza - Avian	H5N6 HPAI	OIE	Confirmed	Wild	Mute Swan  (Cygnus Olor)	16/01/2017	18/04/2017			34.784289	135.400927							
223247	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Wild	Unspecified Bird	13/01/2017	18/01/2017			43.25701	27.59573							
224500	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mallard	13/01/2017	28/02/2017			46.9111	18.0442							
224503	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Great Egret (Ardea Alba)	13/01/2017	28/02/2017			46.2819	18.4581							
222662	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	12/01/2017	20/01/2017			43.640833	-0.3775							
222947	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Whooper Swan	12/01/2017	19/01/2017			44.26384	28.29047							
223025	Influenza - Avian	H5N9 LPAI	OIE	Confirmed	Domestic	Duck	12/01/2017	27/01/2017			43.8336	-0.177778							
223233	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Domestic	Chicken	09/01/2017	11/01/2017			42.38467	25.02512							
223222	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Domestic	Duck	05/01/2017	09/01/2017			42.22483	25.0412							
224496	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mute Swan  (Cygnus Olor)	05/01/2017	28/02/2017			46.8883	17.9586							
223215	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Domestic	Quail	03/01/2017	05/01/2017			42.27051	27.14353							
221466	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	02/01/2017	07/01/2017			22.17	84.49							
222309	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mute Swan  (Cygnus Olor)	30/12/2016	10/01/2017			47.47802	27.49717							
227558	Influenza - Avian	H5N6 HPAI	OIE	Confirmed	Domestic	Chicken	24/12/2016	04/05/2017			36.743941	127.265302							
226463	Influenza - Avian	H5N6 HPAI	OIE	Confirmed	Wild	Peregrine Falcon	22/12/2016	18/04/2017			32.843612	130.053266							
221521	Influenza - Avian	H5N1 HPAI	FAO Field Officer	Confirmed	Domestic	Duck	21/12/2016	21/12/2016			-6.161395	106.438							
221012	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	20/12/2016	21/12/2016			31.44105	31.88146							
227525	Influenza - Avian	H5N6 HPAI	OIE	Confirmed	Domestic	Duck	19/12/2016	04/05/2017			36.939969	127.130025							
221841	Influenza - Avian	H5N1 LPAI	OIE	Confirmed	Domestic	Unspecified Bird	18/12/2016	26/12/2016			43.696944	-0.377222							
221846	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Tufted Duck	17/12/2016	27/12/2016			58.96	18.3							
221567	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Wild Duck	15/12/2016	21/12/2016			53.84	9.19							
220899	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	14/12/2016	19/12/2016			43.4911	0.4603							
227425	Influenza - Avian	H5N6 HPAI	OIE	Confirmed	Domestic	Chicken	10/12/2016	04/05/2017			36.580869	127.374027							
222996	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mallard	07/12/2016	25/12/2016			30.361637	35.152202							
227372	Influenza - Avian	H5N6 HPAI	OIE	Confirmed	Domestic	Duck	05/12/2016	04/05/2017			36.894005	127.4385							
227305	Influenza - Avian	H5N6 HPAI	OIE	Confirmed	Domestic	Duck	28/11/2016	04/05/2017			36.875133	127.501811							
219786	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Herring Gull	24/11/2016	29/11/2016			46.7	7.09							
219783	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Mute Swan  (Cygnus Olor)	23/11/2016	29/11/2016			47.57	8.47							
219161	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Domestic	Duck	15/11/2016	18/11/2016			54.37	12.77							
219175	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Wild	Unspecified Bird	14/11/2016	18/11/2016			32.072128	130.415854							
219427	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Gull	14/11/2016	22/11/2016			47.13	7.22							
219419	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Tufted Duck	13/11/2016	22/11/2016			46.5	6.48							
219271	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Wild	Heron	12/11/2016	14/11/2016			51.33	12.37							
218791	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Wild	Wild Duck	11/11/2016	11/11/2016			48.03	11.13							
219305	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Great Black-Backed Gull (Larus Marinus)	11/11/2016	18/11/2016			52.842222	4.97							
219305	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Unspecified Bird	11/11/2016	18/11/2016			52.842222	4.97							
221988	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	01/11/2016	12/01/2017			9.49508	76.40282							
218622	Influenza - Avian	H7N1 HPAI	OIE	Confirmed	Wild	Teal	20/10/2016	02/11/2016			31.257	2.8246							
222839	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Wild	Stork	18/10/2016	19/01/2017			26.12	78.1							
221509	Influenza - Avian	H5N1 HPAI	FAO Field Officer	Confirmed	Domestic	Chicken	10/10/2016	10/10/2016			1.0162	124.607							
215994	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	20/07/2016	31/08/2016			5.54519	-0.39011							
223287	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Domestic	Goose	15/07/2016	31/10/2016			22.6485	114.1448							
223298	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Domestic	Duck	15/07/2016	31/10/2016			30.19524	107.86476							
223302	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Domestic	Duck	15/07/2016	31/10/2016			31.88138	104.60145							
223311	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	15/07/2016	31/10/2016			23.60456	102.95693							
223314	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	15/07/2016	31/10/2016			23.60237	104.87042							
214115	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Turkey	07/07/2016	08/07/2016			27.11725	31.23243							
213353	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	15/06/2016	17/06/2016			29.09197	31.07445							
213346	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	07/06/2016	08/06/2016			29.300739	30.889937							
213341	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	31/05/2016	01/06/2016			31.052301	31.451994							
213976	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	30/05/2016	04/07/2016			3.832964	11.470791							
216673	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	27/05/2016	27/05/2016			-0.116387	100.619							
216668	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	13/05/2016	13/05/2016			1.193095	124.842							
211894	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Turkey	20/04/2016	22/04/2016			27.161705	31.202664							
211623	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	19/03/2016	29/03/2016			6.3408	5.6636							
211362	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	14/03/2016	16/03/2016			29.981622	31.257627							
211312	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	06/03/2016	14/03/2016			12.0868	8.8291							
210947	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Turkey	24/02/2016	26/02/2016			29.564593	31.234811							
210858	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	12/02/2016	22/02/2016			11.6844	8.3736							
216746	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	05/02/2016	05/02/2016			-1.244119	102.141							
209783	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	13/01/2016	19/01/2016			9.9388	8.8356							
209727	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Chicken	05/01/2016	15/01/2016			23.6384	120.293							
209554	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	02/01/2016	11/01/2016			9.030175	7.58305							
216712	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	16/12/2015	16/12/2015			-3.762698	102.366							
209476	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Chicken	15/12/2015	04/01/2016			25.0302	121.49							
215375	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	15/12/2015	15/01/2016			31.83373	116.32334							
215424	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Domestic	Goose	15/12/2015	15/01/2016			26.30521	107.31383							
209319	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Duck	14/12/2015	21/12/2015			43.677014	-0.527173							
209329	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	11/12/2015	22/12/2015			43.862763	-0.044144							
209868	Influenza - Avian	H5N2 LPAI	OIE	Confirmed	Domestic	Duck	10/12/2015	22/01/2016			43.654215	-0.73784							
209474	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Chicken	07/12/2015	04/01/2016			23.856	120.407							
208747	Influenza - Avian	H5N6 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	10/11/2015	23/11/2015			15.1521	108.603							
207794	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	28/09/2015	06/10/2015			5.1574	6.5835							
207793	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	27/09/2015	06/10/2015			5.114	6.9785							
208121	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Duck	09/09/2015	30/10/2015			23.7153	120.499							
207027	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	03/09/2015	08/09/2015			5.3255	6.6466							
206986	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	27/08/2015	04/09/2015			23.6392	120.302							
207719	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	20/08/2015	02/10/2015			23.8911	120.496							
208090	Influenza - Avian	H5N2 LPAI	OIE	Confirmed	Domestic	Ostrich	20/08/2015	30/10/2015			-33.6	22.3							
211094	Influenza - Avian	H7N3 HPAI	OIE	Confirmed	Domestic	Chicken	14/08/2015	03/03/2016			18.462624	-97.399386							
207537	Influenza - Avian	H5N2 LPAI	OIE	Confirmed	Domestic	Ostrich	04/08/2015	21/09/2015			-33.6	21.7							
206864	Influenza - Avian	H5N1 HPAI	Media	Confirmed	Domestic	Chicken	31/07/2015	31/07/2015			-3.844316	119.919826							
206596	Influenza - Avian	H5N1 HPAI	FAO Field Officer	Confirmed	Domestic	Chicken	30/07/2015	06/08/2015			6.613857	3.569331							
206269	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Duck	21/07/2015	31/07/2015			23.75229	120.23097							
205867	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Quail	01/07/2015	21/07/2015			5.79801	0.14337							
208383	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Domestic	Duck	30/06/2015	12/11/2015			28.741069	112.687866							
208405	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Domestic	Duck	30/06/2015	12/11/2015			26.65	106.633333							
205692	Influenza - Avian	H5N2 LPAI	OIE	Confirmed	Domestic	Xostrich	04/06/2015	13/07/2015			-33.6	21.7							
204278	Influenza - Avian	H5N2 HPAI	National authorities	Confirmed	Domestic	Turkey	02/06/2015	04/06/2015			42.2238	-94.8374							
205668	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	27/05/2015	27/05/2015			-7.2628	110.403							
207814	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	23/05/2015	02/10/2015			11.2972	-0.6364							
204086	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	06/05/2015	08/05/2015			26.547103	31.685399							
202489	Influenza - Avian	H5N2 HPAI	National authorities	Confirmed	Domestic	Duck	05/05/2015	07/05/2015			43.2335	-95.8296							
202457	Influenza - Avian	H5N2 HPAI	National authorities	Confirmed	Domestic	Chicken	02/05/2015	06/05/2015			42.7197	-93.7208							
203163	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Domestic	Chicken	02/05/2015	18/05/2015			22.7272	120.531							
201901	Influenza - Avian	H5N2 HPAI	National authorities	Confirmed	Domestic	Turkey	10/04/2015	16/04/2015			44.3636	-93.7123							
205634	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	07/04/2015	07/07/2015			9.85388	8.85046							
202727	Influenza - Avian	H5N2 HPAI	OIE	Confirmed	Wild	Unspecified Bird	04/04/2015	11/05/2015			23.86051	120.5581							
201890	Influenza - Avian	H5N2 HPAI	National authorities	Confirmed	Domestic	Turkey	03/04/2015	07/04/2015			45.1392	-94.9996							
202040	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	03/04/2015	16/04/2015			27.4943	89.6421							
205621	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	27/03/2015	07/07/2015			9.87904	8.84433							
205612	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	23/03/2015	07/07/2015			9.97124	8.85036							
205615	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	23/03/2015	07/07/2015			9.92521	8.86746							
201707	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	18/03/2015	20/03/2015			31.052301	31.451994							
205596	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Chicken	15/03/2015	07/07/2015			9.878754	8.8435							
201507	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	03/03/2015	05/03/2015			25.517	29.026							
201491	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	01/03/2015	20/03/2015			10.0638	9.0991							
201350	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	26/02/2015	28/02/2015			31.297	30.302							
201345	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	25/02/2015	28/02/2015			30.126	32.482							
202163	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	04/02/2015	04/02/2015			-7.1657	112.354825							
200216	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	03/02/2015	05/02/2015			28.254	33.618							
200202	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	30/01/2015	01/02/2015			30.224	31.357							
199637	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Unspecified Bird	27/01/2015	29/01/2015			29.367	30.509							
200186	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	27/01/2015	29/01/2015			31.087	33.808							
199633	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	23/01/2015	25/01/2015			27.221	31.053							
199682	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Domestic	Duck	23/01/2015	26/01/2015			38.0041412	127.2323975							
198777	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Goose	11/01/2015	15/01/2015			23.727202	120.24231							
198980	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	11/01/2015	12/01/2015			30.8	30.106							
198681	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	05/01/2015	09/01/2015			29.12	115.46							
200535	Influenza - Avian	H5N2 HPAI	National authorities	Confirmed	Domestic	Duck	31/12/2014	26/02/2015			29.3411819	90.766468							
208172	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Domestic	Duck	31/12/2014	02/11/2015			31.37	118.3925							
198616	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Unspecified Bird	28/12/2014	30/12/2014			31.3689	31.628982							
198607	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	24/12/2014	26/12/2014			29.619408	31.294603							
198324	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Goose	19/12/2014	21/12/2014			26.874232	31.420982							
198122	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Domestic	Turkey	15/12/2014	16/12/2014			52.845083	7.8109							
198268	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Unspecified Bird	13/12/2014	13/12/2014			27.094324	31.364546							
198162	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Turkey	07/12/2014	09/12/2014			29.825055	31.237321							
200243	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	07/12/2014	07/12/2014			-6.4733	107.885							
200244	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	01/12/2014	01/12/2014			-7.3338	110.167							
198635	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	26/11/2014	26/11/2014			-6.2276	106.647							
198663	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	20/11/2014	20/11/2014			0.4827	101.5							
199704	Influenza - Avian	H5N8 HPAI	National authorities	Confirmed	Domestic	Duck	14/11/2014	26/01/2015			35.804	126.881							
208319	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Domestic	Duck	30/09/2014	09/11/2015			23.133	106.413446							
208349	Influenza - Avian	H5N6 HPAI	National authorities	Confirmed	Domestic	Duck	30/09/2014	09/11/2015			29.647562	91.073396							
191899	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	22/09/2014	24/09/2014			30.283	30.883							
194162	Influenza - Avian	H5N8 HPAI	OIE	Confirmed	Domestic	Duck	12/09/2014	24/10/2014			41.04	121.98							
194201	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	12/09/2014	24/10/2014			31.72	119.93							
189807	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	19/08/2014	20/08/2014			26.547103	31.685399							
187156	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Turkey	07/06/2014	08/06/2014			30.523211	32.195204							
187155	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	06/06/2014	07/06/2014			26.94472	31.45778							
185465	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	14/05/2014	14/05/2014			27.45	30.86667							
187766	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	12/05/2014	12/05/2014			-7.671191	110.86374							
184954	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Unspecified Bird	23/04/2014	24/04/2014			26.68333	31.66667							
183524	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	12/03/2014	13/03/2014			30.932	31.477							
183453	Influenza - Avian	H5N1 HPAI	FAO Field Officer	Confirmed	Domestic	Chicken	08/03/2014	17/03/2014	1	1	10.65	104.62							
184885	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	06/03/2014	06/03/2014			-7.941	110.393							
184923	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Chicken	05/03/2014	05/03/2014			-7.775	110.865							
204009	Influenza - Avian	H9N2 LPAI	International reference laboratory	Confirmed	Domestic	Chicken	21/02/2014	21/02/2014			43.896539999	125.325862							
204685	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	21/02/2014	21/02/2014			23.021	113.751							
204687	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	21/02/2014	21/02/2014			23.021	113.751							
204693	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	21/02/2014	21/02/2014			23.021	113.751							
204697	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	21/02/2014	21/02/2014			23.021	113.751							
204712	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	21/02/2014	21/02/2014			23.021	113.751							
204790	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	21/02/2014	21/02/2014			23.021	113.751							
204735	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	20/02/2014	20/02/2014			23.021	113.751							
204824	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	18/02/2014	18/02/2014			28.683	115.883							
204833	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	18/02/2014	18/02/2014			28.683	115.883							
204845	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	18/02/2014	18/02/2014			28.683	115.883							
204852	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	18/02/2014	18/02/2014			28.683	115.883							
182878	Influenza - Avian	H5N1 HPAI	OIE	Confirmed	Domestic	Unspecified Bird	11/02/2014	13/02/2014			9.1852	104.9468							
182599	Influenza - Avian	H5N1 HPAI	National authorities	Confirmed	Domestic	Duck	21/01/2014	22/01/2014			29.867	31.25							
182723	Influenza - Avian	H5N1 HPAI	FAO Field Officer	Confirmed	Domestic	Chicken	30/12/2013	30/12/2013			-7.310522	110.190151							
204602	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	19/12/2013	19/12/2013			23.021	113.751							
204668	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	19/12/2013	19/12/2013			23.021	113.751							
204577	Influenza - Avian	H7N9 LPAI	Publications	Confirmed	Domestic	Chicken	10/12/2013	10/12/2013			22.552	114.108							
