Pathogen NCBI taxonomy ID,Pathogen species,Pathogen serotype,Pathogen isolate or strain,Host species Latin name,Host species NCBI taxonomy ID,Date observed,Geo text original
11077,Kunjin virus,,MRM5373,Oriolus flavocinctus,449354,1965-01-01,Australia
11077,Kunjin virus,,MRM938,Culex annulirostris,,1963-01-01,Australia
11077,Kunjin virus,,MRM900,Culex pullus,,1963-01-01,Australia
11077,Kunjin virus,,MRM890,Anopheles farauti,,1963-01-01,Australia
11077,Kunjin virus,,MRM875,Culex squamosus,,1963-01-01,Australia
11077,Kunjin virus,,MRM796,Culex annulirostris,,1963-01-01,Australia
11077,Kunjin virus,,MRM795,Culex squamosus,,1963-01-01,Australia
11077,Kunjin virus,,MRM783,Anopheles bancroftii,,1963-01-01,Australia
11077,Kunjin virus,,MRM61C,Culex annulirostris,,1960-01-01,Australia
11077,Kunjin virus,,MRM16,Culex annulirostris,,1960-01-01,Australia
11077,Kunjin virus,,KUN112140,Culex annulirostris,,1999-01-01,Australia
11077,Kunjin virus,,KUN21210,Culex annulirostris,,1978-01-01,Australia
11077,Kunjin virus,,CH16540C,Culex annulirostris,,1974-01-01,Australia
11077,Kunjin virus,,CH16540B,Culex annulirostris,,1974-01-01,Australia
11077,Kunjin virus,,CH16483R,Culex annulirostris,,1974-01-01,Australia
11077,Kunjin virus,,CH16483E,Culex annulirostris,,1974-01-01,Australia
11077,Kunjin virus,,CH16479D,Culex annulirostris,,1974-01-01,Australia
11077,Kunjin virus,,CH16465R,Culex annulirostris,,1974-01-01,Australia
11077,Kunjin virus,,CH16078,Culex annulirostris,,1974-01-01,Australia
11077,Kunjin virus,,CH15139C,Culex annulirostris,,1972-01-01,Australia
11077,Kunjin virus,,158106NSW,Culex annulirostris,,2011-01-01,Australia
11082,West Nile virus,,WNV#181,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#144,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#120,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#119,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#115,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#114,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#111,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#20,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#6,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#5,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#2,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,WNV#1,Homo sapiens,9606,2018-01-01,Nigeria: Borno State
11082,West Nile virus,,Mu139.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu73.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu119.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu118.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,MU78.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu74.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu120.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu55.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu54.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,MU69.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,MU65.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,MU42.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,MU41.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,MU23.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu10.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu03.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu103.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu58.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,MU130.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu124.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu6.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu128.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Mu109.2018,Homo sapiens,9606,2018-01-01,Tunisia
11082,West Nile virus,,Volgograd829/18,Culex pipiens,,2018-01-01,Russia: Volgograd region
11082,West Nile virus,,Volgograd723/18,Culex pipiens,,2018-01-01,Russia: Volgograd region
11082,West Nile virus,,Volgograd696/18,Culex pipiens,,2018-01-01,Russia: Volgograd region
11082,West Nile virus,,Volgograd601/18,Culex modestus,,2018-01-01,Russia: Volgograd region
11082,West Nile virus,,mosquito/Thrace/TR/2019/1,Culex,,2019-01-01,Turkey
11082,West Nile virus,,Croc1102019ZM,Crocodylus niloticus,8501,2019-01-01,Zambia
11082,West Nile virus,,2019-DC-66,Aedes albopictus,,2019-09-01,USA: Washington DC
11082,West Nile virus,,193-02/2019/Berlin/Germany,Culex pipiens biotype pipiens,,2019-08-12,Germany
11082,West Nile virus,,168-74/2019/Berlin/Germany,Culex pipiens biotype pipiens,,2019-09-24,Germany
11082,West Nile virus,,167-57/2019/Berlin/Germany,Culex pipiens biotype pipiens x biotype molestus,,2019-09-24,Germany
11082,West Nile virus,,167-20/2019/Berlin/Germany,Culex pipiens biotype pipiens x biotype molestus,,2019-09-17,Germany
11082,West Nile virus,,167-07/2019/Berlin/Germany,Culex pipiens biotype pipiens,,2019-09-13,Germany
11082,West Nile virus,,166-60/2019/Berlin/Germany,Culex pipiens biotype pipiens,,2019-09-13,Germany
11082,West Nile virus,,166-57/2019/Berlin/Germany,Culex pipiens biotype pipiens,,2019-09-12,Germany
11082,West Nile virus,,Thessaloniki_MC82m/2018,Culex sp.,,2018-08-01,Greece
11082,West Nile virus,,Pella_MC36m/2018,Culex sp.,,2018-07-01,Greece
11082,West Nile virus,,Thessaloniki_MC26m/2018,Culex sp.,,2018-07-01,Greece
11082,West Nile virus,,BeAn854747,equine,9796,2018-04-26,Brazil
11082,West Nile virus,,BE-1o,Bonelli's eagle,252784,2007-01-01,Spain
11082,West Nile virus,,GE-2o,golden eagle,8962,2007-01-01,Spain
11082,West Nile virus,,GE-1b,golden eagle,8962,2007-01-01,Spain
11082,West Nile virus,,YsWwb,Colaptes auratus,51355,2005-08-01,"USA: Illinois, Cook County"
11082,West Nile virus,,YsWwa,Colaptes auratus,51355,2005-08-01,"USA: Illinois, Cook County"
11082,West Nile virus,,RwSc,Agelaius phoeniceus,39638,2005-08-28,"USA: Illinois, Cook County"
11082,West Nile virus,,HoWw,Passer domesticus,48849,2005-08-01,"USA: Illinois, Cook County"
11082,West Nile virus,,HoEw04,Passer domesticus,48849,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,HoEw03,Passer domesticus,48849,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,HoEw02,Passer domesticus,48849,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,HoEw01,Passer domesticus,48849,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,HoAl02,Passer domesticus,48849,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,HoAl01,Passer domesticus,48849,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,HfHs,Carpodacus mexicanus,30427,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,HfAl,Carpodacus mexicanus,30427,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,CxOn,Culex restuans,,2005-07-29,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw22,Culex pipiens,,2005-09-07,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw21,Culex pipiens,,2005-09-07,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw20,Culex pipiens,,2005-09-07,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw19,Culex pipiens,,2005-08-24,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw18,Culex pipiens,,2005-08-24,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw17,Culex pipiens,,2005-09-22,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw16,Culex pipiens,,2005-08-24,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw15,Culex pipiens,,2005-08-24,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw14,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw13,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw12,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw11,Culex pipiens,,2005-08-24,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw10,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw09,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw08,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw07,Culex pipiens,,2005-07-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw06,Culex pipiens,,2005-07-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw05,Culex pipiens,,2005-07-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw04,Culex pipiens,,2005-07-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw03b,Culex pipiens,,2005-08-01,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw03a,Culex pipiens,,2005-08-01,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw02,Culex pipiens,,2005-07-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpWw01,Culex pipiens,,2005-07-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpSc04,Culex pipiens,,2005-10-04,"USA: Illinois, Cook County"
11082,West Nile virus,,CpSc03,Culex pipiens,,2005-09-06,"USA: Illinois, Cook County"
11082,West Nile virus,,CpSc02,Culex pipiens,,2005-08-08,"USA: Illinois, Cook County"
11082,West Nile virus,,CpSc01,Culex pipiens,,2005-09-06,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs11,Culex pipiens,,1931-08-05,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs10,Culex pipiens,,1931-08-05,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs09b,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs09a,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs08,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs07,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs06,Culex pipiens,,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs05,Culex pipiens,,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs04,Culex pipiens,,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs03b,Culex pipiens,,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs03a,Culex pipiens,,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs02,Culex pipiens,,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPs01,Culex pipiens,,2005-08-03,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPn08,Culex pipiens,,2005-08-19,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPn07,Culex pipiens,,2005-08-19,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPn06,Culex pipiens,,2005-08-19,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPn05,Culex pipiens,,2005-08-19,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPn04,Culex pipiens,,2005-09-15,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPn03,Culex pipiens,,2005-09-02,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPn02,Culex pipiens,,2005-08-04,"USA: Illinois, Cook County"
11082,West Nile virus,,CpPn01,Culex pipiens,,2005-08-04,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOn05,Culex pipiens,,2005-08-24,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOn04,Culex pipiens,,2005-07-29,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOn03,Culex pipiens,,2005-09-22,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOn02b,Culex pipiens,,2005-08-10,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOn02a,Culex pipiens,,2005-08-10,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOn01,Culex pipiens,,2005-07-29,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc14,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc13,Culex pipiens,,2005-09-02,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc12,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc11,Culex pipiens,,2005-09-02,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc10,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc09,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc08,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc07,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc06,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc05,Culex pipiens,,2005-09-02,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc04,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc03,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc02,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpOc01,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs19,Culex pipiens,,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs18,Culex pipiens,,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs17,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs16,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs15,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs14,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs13,Culex pipiens,,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs12,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs11,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs10,Culex pipiens,,2005-09-13,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs09b,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs09a,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs08,Culex pipiens,,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs07,Culex pipiens,,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs06,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs04,Culex pipiens,,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs03,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs02,Culex pipiens,,2005-08-09,"USA: Illinois, Cook County"
11082,West Nile virus,,CpHs01,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEw04,Culex pipiens,,2005-08-16,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEw03,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEw02,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEw01,Culex pipiens,,2005-07-28,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn09,Culex pipiens,,2005-08-30,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn08,Culex pipiens,,2005-08-30,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn07,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn06b,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn06a,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn05,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn04,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn03,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn02,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEn01,Culex pipiens,,2005-08-18,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEc06,Culex pipiens,,2005-09-14,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEc05,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEc04,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEc03,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEc02,Culex pipiens,,2005-07-26,"USA: Illinois, Cook County"
11082,West Nile virus,,CpEc01,Culex pipiens,,2005-09-01,"USA: Illinois, Cook County"
11082,West Nile virus,,CpCm03,Culex pipiens,,2005-07-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpCm02,Culex pipiens,,2005-07-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpCm01,Culex pipiens,,2005-07-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpCa02,Culex pipiens,,2005-08-22,"USA: Illinois, Cook County"
11082,West Nile virus,,CpCa01,Culex pipiens,,2005-08-10,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBu04,Culex pipiens,,2005-08-19,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBu03,Culex pipiens,,2005-08-19,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBu02,Culex pipiens,,2005-08-19,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBu01,Culex pipiens,,2005-09-01,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBi06,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBi05,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBi04,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBi03,Culex pipiens,,2005-09-08,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBi02,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpBi01,Culex pipiens,,2005-08-11,"USA: Illinois, Cook County"
11082,West Nile virus,,CpAl05,Culex pipiens,,2005-09-21,"USA: Illinois, Cook County"
11082,West Nile virus,,CpAl04,Culex pipiens,,2005-08-23,"USA: Illinois, Cook County"
11082,West Nile virus,,CpAl03,Culex pipiens,,2005-08-23,"USA: Illinois, Cook County"
11082,West Nile virus,,CpAl02,Culex pipiens,,2005-08-23,"USA: Illinois, Cook County"
11082,West Nile virus,,CpAl01,Culex pipiens,,2005-08-23,"USA: Illinois, Cook County"
11082,West Nile virus,,BNI-2432,Prunella modularis,181117,2019-01-01,Germany
11082,West Nile virus,,BNI-2615,Passer domesticus,48849,2019-01-01,Germany
11082,West Nile virus,,BNI-2635,Turdus merula,9187,2019-01-01,Germany
11082,West Nile virus,,Berlin748,Homo sapiens,9606,2019-01-01,Germany
11082,West Nile virus,,BNI-10/19,Homo sapiens,9606,2019-01-01,Germany
11082,West Nile virus,,Pleven_10m-Bulgaria-2018,Culex sp.,,2018-08-01,Bulgaria
11082,West Nile virus,,Karditsa-13m-Greece-2019,Culex sp.,,2019-07-01,Greece
11082,West Nile virus,,Larisa-3m-Greece-2019,Culex sp.,,2019-07-01,Greece
11082,West Nile virus,,WNV_4132_2019HUN,Homo sapiens,9606,2019-08-01,Hungary
11082,West Nile virus,,WNV_3701_2019HUN,Homo sapiens,9606,2019-07-29,Hungary: Cegled
11082,West Nile virus,,WNV_3485_2019,Homo sapiens,9606,2019-07-15,Hungary
11082,West Nile virus,1A,Tomsk/bird/2006/A4,Acrocephalus dumetorum,68474,2006-05-01,Russia
11082,West Nile virus,,D66,Crocodylus porosus,8502,2016-01-01,Australia
11082,West Nile virus,,SP_RO_2018,Homo sapiens,9606,2018-01-01,Spain
11082,West Nile virus,lineage 2,,Eurasian magpie (Pica pica),,2017-07-01,"Greece: Argolida, Peloponnesus"
11082,West Nile virus,Lineage 2,,Pica pica (Eurasian magpie),,2017-07-01,"Greece: Argolida, Peloponnesus"
11082,West Nile virus,,ZRU161/18,Syncerus caffer,9970,2018-06-25,South Africa
11082,West Nile virus,,ZRU159/18,Ovis aries,9940,2018-06-21,South Africa
11082,West Nile virus,,ZRU87/18,Giraffa giraffa,439325,2018-04-13,South Africa
11082,West Nile virus,,selim2020,Culex sp.,,2019-10-24,Egypt
11082,West Nile virus,,Larisa-3/2019,Culex sp.,,2019-07-10,Greece
11082,West Nile virus,,DD84c,Culex pipiens s.l.,,2014-01-01,Romania
11082,West Nile virus,,DD58c,Anopheles hyrcanus,,2014-01-01,Romania
11082,West Nile virus,,S38_GrM_2012/Imathia,chicken,9031,2012-08-27,Greece
