Event.ID,Disease,Serotype,Region,Subregion,Country,Admin.level.1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,Observation.date..dd.mm.yyyy.,Report.date..dd.mm.yyyy.,Humans.affected,Human.deaths
147007,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,An Giang,Dinh My,10.31528,105.26333,National authorities,Confirmed,Domestic,Unspecified Bird,16/02/2004,16/02/2004,,
148143,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Long An,Thanh Duc,10.625,106.45278,National authorities,Confirmed,Domestic,Unspecified Bird,16/02/2004,16/02/2004,,
148819,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,P. Lam Son,20.08472,105.89917,National authorities,Confirmed,Domestic,Unspecified Bird,16/02/2004,16/02/2004,,
147129,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Bac Giang,P. My Do,21.26917,106.18389,National authorities,Confirmed,Domestic,Unspecified Bird,14/02/2004,14/02/2004,,
148887,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Tien Giang,Long Trung,10.33083,106.10639,National authorities,Confirmed,Domestic,Unspecified Bird,13/02/2004,13/02/2004,,
148935,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Tien Giang,Long Binh Dien,10.3625,106.44056,National authorities,Confirmed,Domestic,Unspecified Bird,13/02/2004,13/02/2004,,
147829,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ha Tay,Dong Truc,20.98972,105.56861,National authorities,Confirmed,Domestic,Unspecified Bird,12/02/2004,12/02/2004,,
148955,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Tien Giang,Tan Phuoc,10.45667,106.71722,National authorities,Confirmed,Domestic,Unspecified Bird,11/02/2004,11/02/2004,,
147783,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ha Tay,Duc Giang,21.06139,105.70361,National authorities,Confirmed,Domestic,Unspecified Bird,10/02/2004,10/02/2004,,
148278,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Nam Dinh,Dai An,20.39806,106.11667,National authorities,Confirmed,Domestic,Unspecified Bird,10/02/2004,10/02/2004,,
147717,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ha Giang,Meo Vac,23.1525,105.40694,National authorities,Confirmed,Domestic,Unspecified Bird,09/02/2004,09/02/2004,,
148023,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Hung Yen,Hoang Hoa Tham,20.82083,106.10778,National authorities,Confirmed,Domestic,Unspecified Bird,08/02/2004,08/02/2004,,
148756,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Thai Nguyen,Dan Tien,21.66167,106.12028,National authorities,Confirmed,Domestic,Unspecified Bird,08/02/2004,08/02/2004,,
147219,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Bac Ninh,Thanh Khuong,21.03611,106.05194,National authorities,Confirmed,Domestic,Unspecified Bird,07/02/2004,07/02/2004,,
147757,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ha Tay,Tot Dong,20.88167,105.66972,National authorities,Confirmed,Domestic,Unspecified Bird,07/02/2004,07/02/2004,,
147069,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ba Ria-Vung Tau,Phuoc Hai,10.40972,107.2825,National authorities,Confirmed,Domestic,Unspecified Bird,06/02/2004,06/02/2004,,
4474,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Cambodia,Takeo,Snaur,11.02,104.78,Other,Confirmed,Domestic,Chicken,06/02/2004,23/03/2004,,
147313,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ben Tre,Nhon Thanh,10.20861,106.40222,National authorities,Confirmed,Domestic,Unspecified Bird,04/02/2004,04/02/2004,,
147571,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Dong Thap,Cai Tau Ha,10.2525,105.86833,National authorities,Confirmed,Domestic,Unspecified Bird,04/02/2004,04/02/2004,,
149064,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ha Noi City,Hoang Liet,20.96194,105.83528,National authorities,Confirmed,Domestic,Unspecified Bird,04/02/2004,04/02/2004,,
147285,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ben Tre,Phuoc Thanh,10.27278,106.40528,National authorities,Confirmed,Domestic,Unspecified Bird,03/02/2004,03/02/2004,,
149031,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ha Noi City,Nguyen Khe,21.17444,105.83556,National authorities,Confirmed,Domestic,Unspecified Bird,03/02/2004,03/02/2004,,
3922,Influenza - Avian,H5N1 HPAI,Asia,Eastern Asia,China,Hubei Sheng,Xingguo,29.83333,115.16667,Other,Confirmed,Domestic,Duck,02/02/2004,12/02/2004,,
148654,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,Hoa Thanh,11.31444,105.90583,National authorities,Confirmed,Domestic,Unspecified Bird,01/02/2004,01/02/2004,,
147926,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Hai Duong,Phuc Thanh A,20.96694,106.51083,National authorities,Confirmed,Domestic,Unspecified Bird,29/01/2004,29/01/2004,,
3906,Influenza - Avian,H5N1 HPAI,Asia,Eastern Asia,China,Hubei Sheng,Yichang,30.77111,111.32167,Other,Confirmed,Domestic,Chicken,28/01/2004,28/01/2004,,
148915,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Tien Giang,Long An,10.39972,106.32889,National authorities,Confirmed,Domestic,Unspecified Bird,26/01/2004,26/01/2004,,
3724,Influenza - Avian,H5N1 HPAI,Asia,Eastern Asia,China,Yunnan Sheng,Lufu,24.75861,103.26528,Other,Confirmed,Domestic,Chicken,26/01/2004,06/02/2004,,
3900,Influenza - Avian,H5N1 HPAI,Asia,Eastern Asia,China,Hunan Sheng,Wugang,26.732,110.629,Media,Confirmed,Domestic,Chicken,26/01/2004,30/01/2004,,
148409,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Phu Tho,Phuong Lau,21.35667,105.38139,National authorities,Confirmed,Domestic,Unspecified Bird,24/01/2004,24/01/2004,,
146986,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,An Giang,Phu An,10.66611,105.31611,National authorities,Confirmed,Domestic,Unspecified Bird,22/01/2004,22/01/2004,,
147228,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Bac Ninh,Dong Quang,21.13222,105.94889,National authorities,Confirmed,Domestic,Unspecified Bird,22/01/2004,22/01/2004,,
148248,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Long An,Nhi Thanh,10.59944,106.42917,National authorities,Confirmed,Domestic,Unspecified Bird,22/01/2004,22/01/2004,,
147180,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,Dong Nam,9.37083,105.53028,National authorities,Confirmed,Domestic,Unspecified Bird,21/01/2004,21/01/2004,,
147188,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,Hoa Loi,9.51278,105.46778,National authorities,Confirmed,Domestic,Unspecified Bird,21/01/2004,21/01/2004,,
148581,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Quang Tri,P. 1,16.81389,107.09944,National authorities,Confirmed,Domestic,Unspecified Bird,19/01/2004,19/01/2004,,
148872,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Tien Giang,My Duc Dong,10.36444,105.94472,National authorities,Confirmed,Domestic,Unspecified Bird,19/01/2004,19/01/2004,,
148081,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Kien Giang,TT. Hon Dat,10.19417,104.92,National authorities,Confirmed,Domestic,Unspecified Bird,18/01/2004,18/01/2004,,
147729,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ha Nam,Thanh Ha,20.5,105.93083,National authorities,Confirmed,Domestic,Unspecified Bird,17/01/2004,17/01/2004,,
147460,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Can Tho city,Hung Thanh,9.9975,105.77333,National authorities,Confirmed,Domestic,Unspecified Bird,15/01/2004,15/01/2004,,
147344,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Binh Dinh,Dong Da,13.78972,109.22,National authorities,Confirmed,Domestic,Unspecified Bird,14/01/2004,14/01/2004,,
147991,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Hai Duong,P. Hai Tan,20.92194,106.33194,National authorities,Confirmed,Domestic,Unspecified Bird,12/01/2004,12/01/2004,,
148266,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Nam Dinh,Nghia Minh,20.25556,106.12111,National authorities,Confirmed,Domestic,Unspecified Bird,12/01/2004,12/01/2004,,
148918,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Tien Giang,Nhi Binh,10.41833,106.22722,National authorities,Confirmed,Domestic,Unspecified Bird,12/01/2004,12/01/2004,,
148481,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Quang Nam,Binh Nguyen,15.75222,108.35167,National authorities,Confirmed,Domestic,Unspecified Bird,11/01/2004,11/01/2004,,
146944,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,An Giang,Binh Chanh,10.49444,105.23167,National authorities,Confirmed,Domestic,Unspecified Bird,10/01/2004,10/01/2004,,
147324,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Binh Dinh,Nhon Loc,13.87611,109.04417,National authorities,Confirmed,Domestic,Unspecified Bird,09/01/2004,09/01/2004,,
147341,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Binh Dinh,My Duc,14.3675,109.105,National authorities,Confirmed,Domestic,Unspecified Bird,09/01/2004,09/01/2004,,
147735,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ha Tay,Chau Son,21.26056,105.42917,National authorities,Confirmed,Domestic,Unspecified Bird,09/01/2004,09/01/2004,,
148917,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Tien Giang,Long Hung,10.37167,106.27361,National authorities,Confirmed,Domestic,Unspecified Bird,08/01/2004,08/01/2004,,
147453,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Can Tho city,An Hoa,10.04528,105.76833,National authorities,Confirmed,Domestic,Unspecified Bird,07/01/2004,07/01/2004,,
147485,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Dak Lak,Dur KMal,12.46806,108.11917,National authorities,Confirmed,Domestic,Unspecified Bird,06/01/2004,06/01/2004,,
147119,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Bac Giang,Ngoc Ly,21.34028,106.11472,National authorities,Confirmed,Domestic,Unspecified Bird,03/01/2004,03/01/2004,,
148673,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Thai Binh,Dan Chu,20.64944,106.26639,National authorities,Confirmed,Domestic,Unspecified Bird,03/01/2004,03/01/2004,,
149025,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ha Noi City,Hai Boi,21.10833,105.79833,National authorities,Confirmed,Domestic,Unspecified Bird,03/01/2004,03/01/2004,,
4062,Influenza - Avian,H5N1 HPAI,Asia,Eastern Asia,Republic of Korea,Chungchongnam-do,Cheonan,36.80639,127.15222,Other,Confirmed,Domestic,Duck,18/12/2003,25/03/2004,,
163904,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Indonesia,Sulawesi Selatan,Pinrang,-3.660681,119.605371,FAO Field Officer,Confirmed,Domestic,Chicken,,19/07/2011,,
175388,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Viet Nam,Ninh Thuan,Phan Rang City,11.601536,108.973523,FAO Field Officer,Confirmed,Wild,Swallow,,15/04/2013,,
177080,Influenza - Avian,H7N9 LPAI,Asia,Eastern Asia,China,Fujian Sheng,Fuzhou City,25.724716,119.388034,National authorities,Confirmed,Domestic,Unspecified Bird,,09/05/2013,,
199072,Influenza - Avian,H5N2 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Zhutian Township,22.62,120.5,OIE,Confirmed,Domestic,Goose,,19/01/2015,,
199113,Influenza - Avian,H5N3 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Wandan Township,22.605,120.476,OIE,Confirmed,Domestic,Goose,,19/01/2015,,
199137,Influenza - Avian,H5N8 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Shuilin Township,23.517,120.208,OIE,Confirmed,Domestic,Goose,,21/01/2015,,
199342,Influenza - Avian,H5N8 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,23.756,120.24,OIE,Confirmed,Domestic,Unspecified Bird,,28/01/2015,,
199403,Influenza - Avian,H5N8 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,23.675,120.25,OIE,Confirmed,Domestic,Unspecified Bird,,28/01/2015,,
199416,Influenza - Avian,H5N8 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,23.723,120.24,OIE,Confirmed,Domestic,Unspecified Bird,,28/01/2015,,
199759,Influenza - Avian,H5N8 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Yuanchang Township,23.636,120.321,OIE,Confirmed,Domestic,Unspecified Bird,,04/02/2015,,
199794,Influenza - Avian,H5N2 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Chaozhou Township,22.518,120.542,OIE,Confirmed,Domestic,Unspecified Bird,,04/02/2015,,
199802,Influenza - Avian,H5N2 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Houbi District,23.377,120.32,OIE,Confirmed,Domestic,Unspecified Bird,,04/02/2015,,
200083,Influenza - Avian,H5N8 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Puzi City,23.454,120.267,OIE,Confirmed,Domestic,Unspecified Bird,,11/02/2015,,
200175,Influenza - Avian,H5N2 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,23.654,120.152,OIE,Confirmed,Domestic,Unspecified Bird,,11/02/2015,,
200561,Influenza - Avian,H5N2 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Zhutang Township,23.88,120.408,OIE,Confirmed,Domestic,Unspecified Bird,,26/02/2015,,
200579,Influenza - Avian,H5N2 HPAI,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,Xinfeng Township,24.9,120.97,OIE,Confirmed,Domestic,Unspecified Bird,,26/02/2015,,
205441,Influenza - Avian,H7N9 LPAI,Asia,Eastern Asia,China,Hunan Sheng,1LBM,28.832783,112.38313,National authorities,Confirmed,Domestic,Chicken,,03/04/2015,,
206296,Influenza - Avian,H5N8 HPAI,Asia,Eastern Asia,Republic of Korea,Kyonggi-do,Ganam-eup,37.199,127.603,OIE,Confirmed,Domestic,Unspecified Bird,,28/07/2015,,
206311,Influenza - Avian,H5N8 HPAI,Asia,Eastern Asia,Republic of Korea,Chollanam-do,Yongbang-myeon,35.252,127.435,OIE,Confirmed,Domestic,Unspecified Bird,,28/07/2015,,
207253,Influenza - Avian,H7N9 LPAI,Asia,Eastern Asia,China,Hunan Sheng,Miluo (LBM),28.800157,113.079314,National authorities,Confirmed,Domestic,Chicken,,11/02/2014,,
218756,Influenza - Avian,H5N8 HPAI,Asia,Southern Asia,India,Karnataka,Itagi village  Hospet Taluk,15.19289,76.706358,National authorities,Confirmed,Domestic,Chicken,,11/11/2016,,
224356,Influenza - Avian,H7N9 LPAI,Asia,Eastern Asia,China,Guangdong Sheng,Jiangmen City,22.572,113.082,National authorities,Confirmed,Domestic,Chicken,,13/01/2017,,
225385,Influenza - Avian,H7N9 LPAI,Asia,Eastern Asia,China,Henan Sheng,Shangqiu City,34.004739,115.300923,National authorities,Confirmed,Domestic,Unspecified Env. Sample,,28/02/2017,,
228670,Influenza - Avian,H7N9 LPAI,Asia,Eastern Asia,China,Fujian Sheng,Zhangzhou City,24.4458,117.8173,National authorities,Confirmed,Domestic,Chicken,,19/06/2017,,
232540,Influenza - Avian,H7N9 LPAI,Asia,Eastern Asia,China,Yunnan Sheng,Yiming Ltd.  Datun Town,23.406649,103.285442,National authorities,Confirmed,Domestic,Chicken,,13/12/2017,,
236271,Influenza - Avian,H5 HPAI,Europe,Eastern Europe,Bulgaria,Plovdiv,Graf Ignatievo,42.28,24.733,National authorities,Confirmed,Domestic,Duck,,02/05/2018,,
250118,Influenza - Avian,H5N1 HPAI,Asia,Eastern Asia,China,Liaoning Sheng,Xinmin City,42.13527,122.79055,National authorities,Confirmed,Domestic,Unspecified Bird,,31/03/2019,,
262817,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Indonesia,Sulawesi Utara,Kayumoyondi,0.821782,124.551907,FAO Field Officer,Confirmed,Domestic,Chicken,,05/07/2018,,
262824,Influenza - Avian,H5N1 HPAI,Asia,South-Eastern Asia,Indonesia,Kalimantan Selatan,Labunganak,-2.513163,115.425809,FAO Field Officer,Confirmed,Domestic,Chicken,,25/03/2019,,
286360,Influenza - Avian,HPAI,Asia,Southern Asia,India,Haryana,Haryana,29.292485,76.231115,National authorities,Confirmed,Wild,Crow,,11/01/2021,,
